Job,Position,Data
BPO / Data Entry / Computer Operator Job in Noida sec. 35 Noida,BPO / Data Entry / Computer Operator,"['', '', '', 'Noida sec. 35', '', '₹ 5,000 to ₹ 10,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '34 Opening (s)', '', '', '', '', 'Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Domestic,International,Inbound,Outbound,Non voice,Voice,Telesales,Technical support,Non technical support ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
HR / Administrator job in Noida sec. 64 Noida,HR / Administrator,"['', '', '', 'Noida sec. 66', '', '₹ 5,000 to ₹ 20,000', '', '6 Months to 10 Months', '', '', 'B.Com', 'Full Time (Day)', '', '', '', 'Female', '', '', 'English,Hindi', 'English,Hindi', '10 Opening (s)', '', '', '', '', 'Payroll processing,  Attendance & Leave management,  Basics of computer', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Payroll processing ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Required The New Candidates For The Tourism Company Apply Now.,Business Analyst / Data Analyst,"['', '', '', 'M.I.road, Ashoknagar, Jaipur., Indra Bazar, Chandpole Bazar', '', '₹ 5,000 to ₹ 29,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '33 Opening (s)', '', '', '', '', 'basic computer', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Others ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sales / Marketing Job in Delhi Delhi,Sales / Marketing,"['', '', '', 'Delhi', '', '₹ 18,000 to ₹ 25,000', '', '1 Year to 2.5 Years', '', '', 'B.A.', 'Full time - Day', '', '', 'Male', '', '', '', 'Hindi,English', 'Hindi,English', '3 Opening (s)', '', '', '', '', 'Basics of computer, MS Excel, Email writing & Etiquette, Inventory Management, Vendor Management, Field Sales, Door to door, Distributor / Dealer sales, Merchandized, Promoter, Exhibition Planning, Brand Marketing, Good communication, Numerical ability, Negotiation ability, Detail oriented, Invoicing / Billing, Good confidence level', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Basics of computer,MS Excel,Email writing & Etiquette,Inventory Management,Vendor Management,Field Sales,Door to door,Distributor / Dealer sales,Merchandized,Promoter,Exhibition Planning,Bran ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'APPLY NOW', '', '', '', '', '']"
Hospitality / Steward / Waiter job in Gejha Noida,Hospitality / Steward / Waiter,"['', '', '', 'Gejha', '', '₹ 21,000 to ₹ 25,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '10 Opening (s)', '', '', '', '', 'Serving tables,  Cleanup & maintenance', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Serving tables, Cleanup & maintenance ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Content Writer job in Chinchwad East Pune,Content Writer,"['', '', '', 'Chinchwad East', '', '₹ 5,000 to ₹ 8,000', '', '', '', '', '', '', 'Fresher', '', '', 'B.Tech / B.E.', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English', 'English,Hindi', '2 Opening (s)', '', '', '', '', 'Basics of Internet & Computer,  MS Word,  Researching attitude,  Editing & Review techniques,  Keywords analysis,  Writing Etiquettes', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Basics of Internet & Computer, MS Word, Researching attitude, Editing & Review techniques, Keywords analysis, Writing Etiquettes ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
BPO / Data Entry / Computer Operator job in Beleghata Kolkata,BPO / Data Entry / Computer Operator,"['', '', '', 'Beleghata', '', '₹ 19,000 to ₹ 30,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '5 Opening (s)', '', '', '', '', 'Telesales,  Customer support,  Good communication,  Email writing & Etiquette', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Telesales, Customer support, Good communication, Email writing & Etiquette ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Digital Marketing Job in C scheme Jaipur,Digital Marketing,"['', '', '', 'C scheme', '', '₹ 11,000 to ₹ 18,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '20 Opening (s)', '', '', '', '', 'basic computers', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required OthersThis is no job for shy, retiring types as you’ll need to be bursting with self-confidence, love networking and ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Beautician / Salon job in Baroda House Delhi,Beautician / Salon,"['', '', '', 'Baroda House', '', '₹ 25,000 to ₹ 47,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', 'Female', '', '', 'Hindi', 'Hindi', '6 Opening (s)', '', '', '', '', 'Hair removal,  Massage', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Hair removal, Massage ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Digital Marketing Job in C-schme Jaipur,Digital Marketing,"['', '', '', 'C-schme', '', '₹ 10,000 to ₹ 12,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Part Time (Morning)', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '30 Opening (s)', '', '', '', '', 'Articles writing ability, Digital Media Planning, Email writing & Etiquette', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Articles writing ability,Digital Media Planning,Email writing & Etiquette ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Graphic Designer,Designer,"['', '', '', 'Patparganj, Chittaranjan park', '', '₹ 5,000 to ₹ 10,000', '', '6 Months to 1 Year', '', '', 'Graduation - Any Stream', 'Any Timing', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '10 Opening (s)', '', '', '', '', 'Design', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Design ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Cook For Cooking Food 3 Times A Day If Possible Or 2,Cook / Helper,"['', '', '', 'Mahalaxmi Nagar', '', '₹ 5,000 to ₹ 6,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Kitchen cleaning,  Non-veg cleaning & washing,  Vegetables cutting & washing,  Can cook,  Others - Indian', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Kitchen cleaning, Non-veg cleaning & washing, Vegetables cutting & washing, Can cook, Others - Indian ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Delivery / Field Job In Gurgaon,Delivery / Field,"['', '', '', 'Gurgaon', '', '₹ 15,000 to ₹ 20,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Any Timing', '', '', 'Male', '', '', '', 'Hindi,English', 'Hindi,English', '10 Opening (s)', '', '', '', '', 'Delivery', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Delivery ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
HR / Administrator job in Sri Aurobindo ashram Pondicherry,HR / Administrator,"['', '', '', 'Sri Aurobindo ashram', '', '₹ 22,000 to ₹ 30,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '15 Opening (s)', '', '', '', '', 'Hiring process,  Training,  HRMS,  Appraisal process', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Hiring process, Training, HRMS, Appraisal process ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
BPO / Data Entry / Computer Operator Job in Moti nagar Delhi,BPO / Data Entry / Computer Operator,"['', '', '', 'Moti nagar', '', '₹ 9,000 to ₹ 22,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '20 Opening (s)', '', '', '', '', 'Domestic, Non voice, Voice, Basics of computer, MS Excel, Good communication, Proofreading, Email writing & Etiquette, Typing speed-below 30 word / minute', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Domestic,Non voice,Voice,Basics of computer,MS Excel,Good communication,Proofreading,Email writing & Etiquette,Typing speed-below 30 word / minute ', '', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '']"
Marketing Excutive,Sales / Marketing,"['', '', '', 'phase 8b', '', '₹ 5,000 to ₹ 18,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'English,Hindi', '1 Opening (s)', '', '', '', '', 'Promoter', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Promoter ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Nutritionist / Dietician job in Khadki Pune,Nutritionist / Dietician,"['', '', '', 'Yerwada, Pune, Khadki, Aundh', '', '₹ 5,000 to ₹ 25,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Marathi,English,Hindi', 'Marathi,English,Hindi', '3 Opening (s)', '', '', '', '', 'Others - Anyone can Work', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'No Qualification Required ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Hiring For Back Office Executive Freshers Also Can Apply,BPO / Data Entry / Computer Operator,"['', '', '', 'Moti nagar', '', '₹ 9,000 to ₹ 26,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '20 Opening (s)', '', '', '', '', 'Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Customer support, Basics of computer, Good communication', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Domestic,International,Inbound,Outbound,Non voice,Voice,Telesales,Customer support,Basics of computer,Good communication ', '', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '']"
Digital Marketing job in L B colony Visakhapatnam,Digital Marketing,"['', '', '', 'L B colony', '', '₹ 20,000 to ₹ 25,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Tamil', 'Telugu', '50 Opening (s)', '', '', '', '', 'Marketing Platform,  Others - good communication skills', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Marketing Platform, Others - good communication skills ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
IT Hardware / Networking Job in Janakpuri  Delhi,IT Hardware / Networking,"['', '', '', 'Janakpuri', '', '₹ 5,000 to ₹ 15,000', '', '8 Months to 2 Years', '', '', '12th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi,English', 'Hindi,English', '1 Opening (s)', '', '', '', '', 'Software installation & Trouble shooting, Hardware Installation, Network Engineering', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Software installation & Trouble shooting,Hardware Installation,Network Engineering ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Plumber Job in Inderlok Delhi,Plumber,"['', '', '', 'Inderlok', '', '₹ 15,000 to ₹ 18,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '5 Opening (s)', '', '', '', '', 'Installation & Fitting, Boring & Drainage, Bath fittings / repairs, Pump installation, Rain water harvesting, Pipe & tank cleaning, Water proofing, Pipe cutting, Repairing plumbing system, Repairing / Installing geyser, Solar heater installation / repair, Jacuzzi installation & repair , Shower repair / replacement, Faucet repair / replacement, Tap repair / replacement, Clogged Drain Pipe', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Installation & Fitting,Boring & Drainage,Bath fittings / repairs,Pump installation,Rain water harvesting,Pipe & tank cleaning,Water proofing,Pipe cutting,Repairing plumbing system,Repairing / ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'CALL NOW', '', '', '', '', '', '', '']"
Call Center job in Budh Vihar Delhi,Call Center,"['', '', '', 'Budh Vihar, Pooth Kalan', '', '₹ 10,000 to ₹ 20,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'Hindi', '50 Opening (s)', '', '', '', '', 'Inbound,  Domestic,  Voice,  Telesales', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Inbound, Domestic, Voice, Telesales ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Plumber job in Dlf cyber city phase 3 Gurgaon,Plumber,"['', '', '', 'Dlf cyber city phase 3', '', '₹ 15,000 to ₹ 18,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'Hindi', '2 Opening (s)', '', '', '', '', 'Installation & Fitting, Boring & Drainage, Bath fittings / repairs, Pump installation, Rain water harvesting, Pipe & tank cleaning, Water proofing, Pipe cutting, Repairing plumbing system, Repairing / Installing geyser, Solar heater installation / repair, Jacuzzi installation & repair , Shower repair / replacement, Faucet repair / replacement, Tap repair / replacement, Clogged Drain Pipe', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Installation & Fitting,Boring & Drainage,Bath fittings / repairs,Pump installation,Rain water harvesting,Pipe & tank cleaning,Water proofing,Pipe cutting,Repairing plumbing system,Repairing / ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Beautician / Salon job in Bhagur Aurangabad Bihar,Beautician / Salon,"['', '', '', 'Bhagur', '', '₹ 25,000 to ₹ 60,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', 'Female', '', '', 'Hindi', 'Hindi', '2 Opening (s)', '', '', '', '', 'Hair removal,  Massage', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Hair removal, Massage ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
IT Software - Web Designing job in J.C.nagar Bengaluru,IT Software - Web Designing,"['', '', '', 'J.C.nagar', '', '₹ 21,000 to ₹ 35,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '15 Opening (s)', '', '', '', '', 'Graphic designer', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Graphic designer ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Call Center Job in Saket Delhi,Call Center,"['', '', '', 'Saket', '', '₹ 8,000 to ₹ 10,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', 'Female', '', '', 'Hindi', 'Hindi', '10 Opening (s)', '', '', '', '', 'Domestic, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support, Customer support, Basics of computer, MS Excel, Good communication, Proofreading, Quality assurance, Email writing & Etiquette, Typing speed-below 30 word / minute', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Domestic,Inbound,Outbound,Non voice,Voice,Telesales,Technical support,Non technical support,Customer support,Basics of computer,MS Excel,Good communication,Proofreading,Quality assurance,Emai ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'APPLY NOW', '', '', '', '', '']"
Photographer job in Chaupati Mumbai,Photographer,"['', '', '', 'Chaupati', '', '₹ 25,000 to ₹ 49,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', 'Female', '', '', 'English,Hindi', 'English,Hindi', '5 Opening (s)', '', '', '', '', 'Creative', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Creative ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Beautician / Salon job in Darya Ganj Delhi,Beautician / Salon,"['', '', '', 'Darya Ganj', '', '₹ 30,000 to ₹ 60,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', 'Female', '', '', 'Hindi', 'English,Hindi', '20 Opening (s)', '', '', '', '', 'Pet grooming', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Pet grooming ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Beautician / Salon job in Bhagur Aurangabad Bihar,Beautician / Salon,"['', '', '', 'Bhagur', '', '₹ 25,000 to ₹ 49,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', '', 'Female', '', '', 'Hindi', 'Hindi', '20 Opening (s)', '', '', '', '', 'Hair removal,  Massage', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Hair removal, Massage ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
